dataset,event_id,method,huber_delta_s,objective_s,relocated_rms_s,origin_shift_s,relocated_depth_km,delta_horizontal_km,delta_depth_km,depth_boundary
new30,SGC2025yuczzx,HSSO-E,1.5,0.16784100509659347,0.16784100509659347,-1.6825009018157608,115.84723182154906,0.8382636030035026,11.397231821549056,False
new30,SGC2025zqwcsx,HSSO-E,1.5,0.1404524433751151,0.1404524433751151,-1.396962627468442,132.93402678854733,5.666785246249782,15.014026788547326,False
new30,SGC2025kgeyrg,HSSO-E,1.5,0.19448876121454278,0.19448876121454278,-1.9842080236854862,137.39,5.1554980311939165,19.999999999999986,True
new30,SGC2022obwjqd,HSSO-E,1.5,0.12975136595517883,0.12975136595517883,-2.1033395385099922,146.1412882993939,3.8642519945273595,19.241288299393887,False
new30,SGC2022mvfomu,HSSO-E,1.5,0.10615996819813177,0.10615996819813177,-1.0986699964558593,140.3594034753747,7.106219511693679,11.839403475374695,False
new30,SGC2022hytacc,HSSO-E,1.5,0.1854976549432333,0.1854976549432333,-1.4555919001439364,155.0197628806709,12.478029739880723,16.89976288067089,False
new30,SGC2024shqvfe,HSSO-E,1.5,0.21582706164398127,0.21582706164398127,2.7499851710914385,119.57,19.18206937622296,-20.0,True
new30,SGC2025ycdafx,HSSO-E,1.5,0.23981729196542642,0.23981729196542642,-0.230564868219151,163.2421875,11.713171602428371,20.0,True
new30,SGC2025yshmnq,HSSO-E,1.5,0.37647811640169626,0.37647811640169626,2.2804246680095837,120.25,19.997132154331222,-20.0,True
new30,SGC2024lyrntx,HSSO-E,1.5,0.28858680867268255,0.28858680867268255,-1.6899638259524004,170.14,0.6178182238016483,20.0,True
new30,SGC2025xyndwy,HSSO-E,1.5,0.5606465693170738,0.5606465693170738,1.6424877626561774,140.4341819591705,9.592157748697083,-11.295818040829488,False
new30,SGC2024tcjfvv,HSSO-E,1.5,0.01702493523777111,0.01702493523777111,0.7842304351954645,162.103011044427,14.296655340482932,0.5530110444269951,False
new30,SGC2026akeapz,HSSO-E,1.5,0.22225350885999923,0.22225350885999923,2.2542564818821393,117.94,21.926885980597458,-20.0,True
